0,2,"Kelly, Mr. James",1,2,0,0,330911,7.8292,,2
0,2,"Wilkes, Mrs. James (Ellen Needs)",0,3,1,0,363272,7,,0
0,1,"Myles, Mr. Thomas Francis",1,5,0,0,240276,9.6875,,2
0,2,"Wirz, Mr. Albert",1,2,0,0,315154,8.6625,,0
0,2,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",0,1,1,1,3101298,12.2875,,0
0,2,"Svensson, Mr. Johan Cervin",1,1,0,0,7538,9.225,,0
0,2,"Connolly, Miss. Kate",0,2,0,0,330972,7.6292,,2
0,1,"Caldwell, Mr. Albert Francis",1,2,1,1,248738,29,,0
0,2,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",0,1,0,0,2657,7.2292,,1
0,2,"Davies, Mr. John Samuel",1,1,2,0,A/4 48871,24.15,,0
0,2,"Ilieff, Mr. Ylio",1,2,0,0,349220,7.8958,,0
0,0,"Jones, Mr. Charles Cresson",1,3,0,0,694,26,,0
0,0,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)",0,1,1,0,21228,82.2667,B45,0
0,1,"Howard, Mr. Benjamin",1,5,1,0,24065,26,,0
0,0,"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)",0,3,1,0,W.E.P. 5734,61.175,E31,0
1,1,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",0,2,1,0,SC/PARIS 2167,27.7208,,1
0,1,"Keane, Mr. Daniel",1,2,0,0,233734,12.35,,2
0,2,"Assaf, Mr. Gerios",1,1,0,0,2692,7.225,,1
0,2,"Ilmakangas, Miss. Ida Livija",0,2,1,0,STON/O2. 3101270,7.925,,0
0,2,"Assaf Khalil, Mrs. Mariana (Miriam"")""",0,3,0,0,2696,7.225,,1
0,0,"Rothschild, Mr. Martin",1,4,1,0,PC 17603,59.4,,1
0,2,"Olsen, Master. Artur Karl",1,0,0,1,C 17368,3.1708,,0
0,0,"Flegenheim, Mrs. Alfred (Antoinette)",0,2,0,0,PC 17598,31.6833,,0
0,0,"Williams, Mr. Richard Norris II",1,1,0,1,PC 17597,61.3792,,1
1,0,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",0,4,1,3,PC 17608,262.375,B57 B59 B63 B66,1
0,2,"Robins, Mr. Alexander A",1,4,1,0,A/5. 3337,14.5,,0
1,0,"Ostby, Miss. Helene Ragnhild",0,1,0,1,113509,61.9792,B36,1
0,2,"Daher, Mr. Shedid",1,1,0,0,2698,7.225,,1
0,0,"Brady, Mr. John Bertram",1,3,0,0,113054,30.5,A21,0
0,2,"Samaan, Mr. Elias",1,2,2,0,2662,21.6792,,1
0,1,"Louch, Mr. Charles Alexander",1,4,1,0,SC/AH 3085,26,,0
0,1,"Jefferys, Mr. Clifford Thomas",1,2,2,0,C.A. 31029,31.5,,0
0,2,"Dean, Mrs. Bertram (Eva Georgetta Light)",0,2,1,2,C.A. 2315,20.575,,0
0,2,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",0,2,1,2,W./C. 6607,23.45,,0
0,0,"Mock, Mr. Philipp Edmund",1,2,1,0,13236,57.75,C78,1
0,2,"Katavelas, Mr. Vassilios (Catavelas Vassilios"")""",1,1,0,0,2682,7.2292,,1
0,2,"Roth, Miss. Sarah A",0,2,0,0,342712,8.05,,0
0,2,"Cacic, Miss. Manda",0,1,0,0,315087,8.6625,,0
0,2,"Sap, Mr. Julius",1,2,0,0,345768,9.5,,0
0,2,"Hee, Mr. Ling",1,2,0,0,1601,56.4958,,0
0,2,"Karun, Mr. Franz",1,3,0,1,349256,13.4167,,1
0,0,"Franklin, Mr. Thomas Parham",1,2,0,0,113778,26.55,D34,0
0,2,"Goldsmith, Mr. Nathan",1,3,0,0,SOTON/O.Q. 3101263,7.85,,0
0,1,"Corbett, Mrs. Walter H (Irene Colvin)",0,2,0,0,237249,13,,0
0,0,"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)",0,3,1,0,11753,52.5542,D19,0
0,2,"Peltomaki, Mr. Nikolai Johannes",1,2,0,0,STON/O 2. 3101291,7.925,,0
0,0,"Chevre, Mr. Paul Romaine",1,3,0,0,PC 17594,29.7,A9,1
0,2,"Shaughnessy, Mr. Patrick",1,2,0,0,370374,7.75,,2
0,0,"Bucknell, Mrs. William Robert (Emma Eliza Ward)",0,5,0,0,11813,76.2917,D15,1
0,2,"Coutts, Mrs. William (Winnie Minnie"" Treanor)""",0,3,0,2,C.A. 37671,15.9,,0
0,0,"Smith, Mr. Lucien Philip",1,2,1,0,13695,60,C31,0
0,1,"Pulbaum, Mr. Franz",1,2,0,0,SC/PARIS 2168,15.0333,,1
0,1,"Hocking, Miss. Ellen Nellie""""",0,1,2,1,29105,23,,0
0,0,"Fortune, Miss. Ethel Flora",0,2,3,2,19950,263,C23 C25 C27,0
0,1,"Mangiavacchi, Mr. Serafino Emilio",1,2,0,0,SC/A.3 2861,15.5792,,1
0,2,"Rice, Master. Albert",1,0,4,1,382652,29.125,,2
0,2,"Cor, Mr. Bartol",1,2,0,0,349230,7.8958,,0
0,2,"Abelseth, Mr. Olaus Jorgensen",1,2,0,0,348122,7.65,F G63,0
0,2,"Davison, Mr. Thomas Henry",1,2,1,0,386525,16.1,,0
0,0,"Chaudanson, Miss. Victorine",0,3,0,0,PC 17608,262.375,B61,1
0,2,"Dika, Mr. Mirko",1,1,0,0,349232,7.8958,,0
0,1,"McCrae, Mr. Arthur Gordon",1,2,0,0,237216,13.5,,0
0,2,"Bjorklund, Mr. Ernst Herbert",1,1,0,0,347090,7.75,,0
0,2,"Bradley, Miss. Bridget Delia",0,1,0,0,334914,7.725,,2
0,0,"Ryerson, Master. John Borie",1,1,2,2,PC 17608,262.375,B57 B59 B63 B66,1
0,1,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",0,2,0,0,F.C.C. 13534,21,,0
0,2,"Burns, Miss. Mary Delia",0,1,0,0,330963,7.8792,,2
0,0,"Moore, Mr. Clarence Bloomfield",1,3,0,0,113796,42.4,,0
0,0,"Tucker, Mr. Gilbert Milligan Jr",1,2,0,0,2543,28.5375,C53,1
0,0,"Fortune, Mrs. Mark (Mary McDougald)",0,5,1,4,19950,263,C23 C25 C27,0
0,2,"Mulvihill, Miss. Bertha E",0,2,0,0,382653,7.75,,2
0,2,"Minkoff, Mr. Lazar",1,1,0,0,349211,7.8958,,0
0,2,"Nieminen, Miss. Manta Josefina",0,2,0,0,3101297,7.925,,0
0,0,"Ovies y Rodriguez, Mr. Servando",1,2,0,0,PC 17562,27.7208,D43,1
0,0,"Geiger, Miss. Amalie",0,2,0,0,113503,211.5,C130,1
0,0,"Keeping, Mr. Edwin",1,2,0,0,113503,211.5,C132,1
0,2,"Miles, Mr. Frank",1,2,0,0,359306,8.05,,0
0,0,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)",0,4,2,0,11770,25.7,C101,0
0,1,"Aldworth, Mr. Charles Augustus",1,2,0,0,248744,13,,0
0,2,"Doyle, Miss. Elizabeth",0,2,0,0,368702,7.75,,2
0,2,"Boulos, Master. Akar",1,0,1,1,2678,15.2458,,1
0,0,"Straus, Mr. Isidor",1,5,1,0,PC 17483,221.7792,C55 C57,0
0,0,"Case, Mr. Howard Brown",1,4,0,0,19924,26,,0
0,2,"Demetri, Mr. Marinko",1,2,0,0,349238,7.8958,,0
0,1,"Lamb, Mr. John Joseph",1,2,0,0,240261,10.7083,,2
0,2,"Khalil, Mr. Betros",1,2,1,0,2660,14.4542,,1
0,2,"Barry, Miss. Julia",0,2,0,0,330844,7.8792,,2
0,2,"Badman, Miss. Emily Louisa",0,1,0,0,A/4 31416,8.05,,0
0,2,"O'Donoghue, Ms. Bridget",0,2,0,0,364856,7.75,,2
0,1,"Wells, Master. Ralph Lester",1,0,1,1,29103,23,,0
0,2,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",0,1,1,0,347072,13.9,,0
0,2,"Pedersen, Mr. Olaf",1,2,0,0,345498,7.775,,0
1,0,"Davidson, Mrs. Thornton (Orian Hays)",0,2,1,2,F.C. 12750,52,B71,0
0,2,"Guest, Mr. Robert",1,2,0,0,376563,8.05,,0
0,0,"Birnbaum, Mr. Jakob",1,2,0,0,13905,26,,1
0,2,"Tenglin, Mr. Gunnar Isidor",1,2,0,0,350033,7.7958,,0
1,0,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)",0,6,1,0,19877,78.85,C46,0
0,2,"Makinen, Mr. Kalle Edvard",1,2,0,0,STON/O 2. 3101268,7.925,,0
0,2,"Braf, Miss. Elin Ester Maria",0,1,0,0,347471,7.8542,,0
0,2,"Nancarrow, Mr. William Henry",1,2,0,0,A./5. 3338,8.05,,0
1,0,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",0,3,1,0,11778,55.4417,C116,1
0,1,"Weisz, Mr. Leopold",1,2,1,0,228414,26,,0
0,2,"Foley, Mr. William",1,2,0,0,365235,7.75,,2
0,2,"Johansson Palmquist, Mr. Oskar Leander",1,2,0,0,347070,7.775,,0
0,2,"Thomas, Mrs. Alexander (Thamine Thelma"")""",0,1,1,1,2625,8.5167,,1
0,2,"Holthen, Mr. Johan Martin",1,2,0,0,C 4001,22.525,,0
0,2,"Buckley, Mr. Daniel",1,1,0,0,330920,7.8208,,2
